supplier_id,year_month,on_time_delivery_pct,promised_lead_time_days,actual_lead_time_days,schedule_deviation_days
SPLR-036,2023-05,92.39,30,32,2
SPLR-037,2023-05,90.53,30,29,-1
SPLR-038,2023-05,87.88,30,23,-7
SPLR-039,2023-05,90.23,30,32,2
SPLR-040,2023-05,89.78,30,28,-2
SPLR-041,2023-05,90.93,30,29,-1
SPLR-042,2023-05,93.37,30,33,3
SPLR-043,2023-05,91.92,30,32,2
SPLR-044,2023-05,87.42,30,31,1
SPLR-045,2023-05,90.75,30,31,1
SPLR-046,2023-05,90.99,30,31,1
SPLR-047,2023-05,95.4,30,29,-1
SPLR-048,2023-05,91.87,30,28,-2
SPLR-049,2023-05,91.58,30,32,2
SPLR-050,2023-05,90.73,30,35,5
SPLR-051,2023-05,88.23,30,28,-2
SPLR-052,2023-05,90.42,30,32,2
SPLR-053,2023-05,90.36,30,33,3
SPLR-054,2023-05,88.68,30,26,-4
SPLR-055,2023-05,90.62,30,29,-1
SPLR-056,2023-05,91.09,30,29,-1
SPLR-057,2023-05,89.32,30,29,-1
SPLR-058,2023-05,90.06,30,29,-1
SPLR-059,2023-05,89.59,30,28,-2
SPLR-060,2023-05,91.71,30,30,0
SPLR-061,2023-05,94.51,30,30,0
SPLR-062,2023-05,88.9,30,38,8
SPLR-063,2023-05,90.83,30,32,2
SPLR-064,2023-05,91.18,30,31,1
SPLR-065,2023-05,91.07,30,26,-4
SPLR-066,2023-05,90.74,30,26,-4
SPLR-067,2023-05,89.65,30,27,-3
SPLR-068,2023-05,90.71,30,31,1
SPLR-069,2023-05,90.96,30,30,0
SPLR-070,2023-05,88.79,30,29,-1
SPLR-071,2023-05,91.84,30,33,3
SPLR-072,2023-05,87.71,30,25,-5
SPLR-073,2023-05,88.55,30,33,3
SPLR-074,2023-05,92.43,30,27,-3
SPLR-075,2023-05,90.61,30,35,5
SPLR-076,2023-05,90.83,30,34,4
SPLR-077,2023-05,92.0,30,27,-3
SPLR-078,2023-05,89.62,30,30,0
SPLR-079,2023-05,90.21,30,32,2
SPLR-080,2023-05,90.82,30,21,-9
SPLR-081,2023-05,87.37,30,23,-7
SPLR-082,2023-05,90.35,30,30,0
SPLR-083,2023-05,90.57,30,27,-3
SPLR-084,2023-05,91.35,30,32,2
SPLR-085,2023-05,87.49,30,25,-5
SPLR-086,2023-05,90.0,30,35,5
SPLR-087,2023-05,93.4,30,31,1
SPLR-088,2023-05,88.54,30,32,2
SPLR-089,2023-05,89.1,30,27,-3
SPLR-090,2023-05,85.71,30,30,0
SPLR-091,2023-05,88.74,30,30,0
SPLR-092,2023-05,85.4,30,30,0
SPLR-093,2023-05,85.14,30,33,3
SPLR-094,2023-05,91.04,30,29,-1
SPLR-095,2023-05,91.13,30,27,-3
SPLR-096,2023-05,90.14,30,32,2
SPLR-097,2023-05,83.81,30,28,-2
SPLR-098,2023-05,89.95,30,29,-1
SPLR-099,2023-05,92.91,30,26,-4
SPLR-100,2023-05,88.76,30,24,-6
SPLR-001,2023-06,93.56,32,31,-1
SPLR-002,2023-06,89.66,32,32,0
SPLR-003,2023-06,91.81,32,33,1
SPLR-004,2023-06,95.83,32,33,1
SPLR-005,2023-06,89.61,32,30,-2
SPLR-006,2023-06,89.75,32,27,-5
SPLR-007,2023-06,90.62,32,34,2
SPLR-008,2023-06,89.31,32,30,-2
SPLR-009,2023-06,93.57,32,28,-4
SPLR-010,2023-06,86.4,32,29,-3
SPLR-011,2023-06,87.46,32,33,1
SPLR-012,2023-06,89.81,32,31,-1
SPLR-013,2023-06,92.84,32,30,-2
SPLR-014,2023-06,92.09,32,37,5
SPLR-015,2023-06,89.62,32,34,2
SPLR-016,2023-06,90.05,32,35,3
SPLR-017,2023-06,87.39,32,27,-5
SPLR-018,2023-06,89.75,32,29,-3
SPLR-019,2023-06,89.5,32,31,-1
SPLR-020,2023-06,91.98,32,31,-1
SPLR-021,2023-06,88.89,32,31,-1
SPLR-022,2023-06,89.0,32,29,-3
SPLR-023,2023-06,87.31,32,32,0
SPLR-024,2023-06,89.4,32,35,3
SPLR-025,2023-06,87.64,32,30,-2
SPLR-026,2023-06,94.16,32,29,-3
SPLR-027,2023-06,90.06,32,28,-4
SPLR-028,2023-06,87.84,32,37,5
SPLR-029,2023-06,90.88,32,32,0
SPLR-030,2023-06,87.14,32,33,1
SPLR-031,2023-06,92.85,32,35,3
SPLR-032,2023-06,91.87,32,29,-3
SPLR-033,2023-06,91.16,32,34,2
SPLR-034,2023-06,86.95,32,29,-3
SPLR-035,2023-06,92.31,32,35,3
SPLR-036,2023-06,87.44,32,34,2
SPLR-037,2023-06,90.73,32,34,2
SPLR-038,2023-06,89.27,32,34,2
SPLR-039,2023-06,92.22,32,31,-1
SPLR-040,2023-06,90.57,32,30,-2
SPLR-041,2023-06,93.84,32,32,0
SPLR-042,2023-06,88.69,32,30,-2
SPLR-043,2023-06,90.79,32,34,2
SPLR-044,2023-06,87.86,32,38,6
SPLR-045,2023-06,91.15,32,33,1
SPLR-046,2023-06,90.34,32,32,0
SPLR-047,2023-06,90.24,32,35,3
SPLR-048,2023-06,90.52,32,34,2
SPLR-049,2023-06,89.67,32,33,1
SPLR-050,2023-06,88.93,32,36,4
SPLR-051,2023-06,88.87,32,31,-1
SPLR-052,2023-06,89.91,32,31,-1
SPLR-053,2023-06,91.98,32,31,-1
SPLR-054,2023-06,93.32,32,30,-2
SPLR-055,2023-06,90.87,32,30,-2
SPLR-056,2023-06,91.38,32,32,0
SPLR-057,2023-06,90.23,32,36,4
SPLR-058,2023-06,89.23,32,34,2
SPLR-059,2023-06,89.0,32,32,0
SPLR-060,2023-06,88.14,32,30,-2
SPLR-061,2023-06,90.37,32,37,5
SPLR-062,2023-06,90.74,32,37,5
SPLR-063,2023-06,90.98,32,31,-1
SPLR-064,2023-06,93.61,32,33,1
SPLR-065,2023-06,89.25,32,33,1
SPLR-066,2023-06,89.95,32,26,-6
SPLR-067,2023-06,92.41,32,35,3
SPLR-068,2023-06,94.21,32,33,1
SPLR-069,2023-06,90.04,32,35,3
SPLR-070,2023-06,92.24,32,37,5
SPLR-071,2023-06,90.45,32,32,0
SPLR-072,2023-06,89.1,32,34,2
SPLR-073,2023-06,87.44,32,34,2
SPLR-074,2023-06,91.71,32,34,2
SPLR-075,2023-06,90.81,32,37,5
SPLR-076,2023-06,92.28,32,30,-2
SPLR-077,2023-06,89.36,32,29,-3
SPLR-078,2023-06,91.64,32,29,-3
SPLR-079,2023-06,92.7,32,36,4
SPLR-080,2023-06,88.78,32,31,-1
SPLR-081,2023-06,90.57,32,35,3
SPLR-082,2023-06,93.75,32,27,-5
SPLR-083,2023-06,89.9,32,31,-1
SPLR-084,2023-06,87.73,32,31,-1
SPLR-085,2023-06,91.39,32,31,-1
SPLR-086,2023-06,87.45,32,41,9
SPLR-087,2023-06,91.07,32,32,0
SPLR-088,2023-06,88.34,32,33,1
SPLR-089,2023-06,90.21,32,26,-6
SPLR-090,2023-06,88.4,32,34,2
SPLR-091,2023-06,94.42,32,33,1
SPLR-092,2023-06,92.74,32,32,0
SPLR-093,2023-06,90.36,32,35,3
SPLR-094,2023-06,93.86,32,36,4
SPLR-095,2023-06,88.4,32,32,0
SPLR-096,2023-06,91.09,32,31,-1
SPLR-097,2023-06,91.31,32,34,2
SPLR-098,2023-06,92.54,32,37,5
SPLR-099,2023-06,89.88,32,28,-4
SPLR-100,2023-06,91.25,32,38,6
SPLR-001,2023-07,91.05,34,36,2
SPLR-002,2023-07,93.39,34,34,0
SPLR-003,2023-07,92.01,34,31,-3
SPLR-004,2023-07,87.44,34,30,-4
SPLR-005,2023-07,91.22,34,37,3
SPLR-006,2023-07,91.79,34,32,-2
SPLR-007,2023-07,90.22,34,36,2
SPLR-008,2023-07,94.72,34,37,3
SPLR-009,2023-07,93.21,34,29,-5
SPLR-010,2023-07,91.3,34,40,6
SPLR-011,2023-07,94.24,34,29,-5
SPLR-012,2023-07,91.89,34,35,1
SPLR-013,2023-07,90.48,34,27,-7
SPLR-014,2023-07,92.2,34,31,-3
SPLR-015,2023-07,90.43,34,33,-1
SPLR-016,2023-07,91.73,34,34,0
SPLR-017,2023-07,90.23,34,33,-1
SPLR-018,2023-07,88.49,34,35,1
SPLR-019,2023-07,86.29,34,33,-1
SPLR-020,2023-07,93.84,34,31,-3
SPLR-021,2023-07,93.43,34,37,3
SPLR-022,2023-07,85.38,34,33,-1
SPLR-023,2023-07,86.25,34,33,-1
SPLR-024,2023-07,91.99,34,26,-8
SPLR-025,2023-07,95.85,34,35,1
SPLR-026,2023-07,90.3,34,38,4
SPLR-027,2023-07,88.41,34,30,-4
SPLR-028,2023-07,87.4,34,39,5
SPLR-029,2023-07,92.66,34,36,2
SPLR-030,2023-07,92.6,34,36,2
SPLR-031,2023-07,92.16,34,35,1
SPLR-032,2023-07,92.22,34,32,-2
SPLR-033,2023-07,91.91,34,35,1
SPLR-034,2023-07,92.22,34,29,-5
SPLR-035,2023-07,89.31,34,37,3
SPLR-036,2023-07,91.39,34,36,2
SPLR-037,2023-07,89.82,34,29,-5
SPLR-038,2023-07,90.31,34,33,-1
SPLR-039,2023-07,90.67,34,38,4
SPLR-040,2023-07,92.36,34,39,5
SPLR-041,2023-07,92.81,34,27,-7
SPLR-042,2023-07,94.11,34,29,-5
SPLR-043,2023-07,92.46,34,32,-2
SPLR-044,2023-07,96.29,34,38,4
SPLR-045,2023-07,90.52,34,33,-1
SPLR-046,2023-07,92.49,34,36,2
SPLR-047,2023-07,92.06,34,31,-3
SPLR-048,2023-07,90.56,34,34,0
SPLR-049,2023-07,94.47,34,35,1
SPLR-050,2023-07,90.45,34,36,2
SPLR-051,2023-07,91.23,34,37,3
SPLR-052,2023-07,97.05,34,33,-1
SPLR-053,2023-07,93.6,34,32,-2
SPLR-054,2023-07,91.78,34,34,0
SPLR-055,2023-07,91.61,34,41,7
SPLR-056,2023-07,91.39,34,36,2
SPLR-057,2023-07,88.14,34,35,1
SPLR-058,2023-07,94.28,34,32,-2
SPLR-059,2023-07,86.98,34,34,0
SPLR-060,2023-07,92.03,34,36,2
SPLR-061,2023-07,96.02,34,33,-1
SPLR-062,2023-07,90.29,34,30,-4
SPLR-063,2023-07,92.4,34,35,1
SPLR-064,2023-07,90.91,34,36,2
SPLR-065,2023-07,92.93,34,34,0
SPLR-066,2023-07,90.2,34,32,-2
SPLR-067,2023-07,87.14,34,35,1
SPLR-068,2023-07,92.05,34,34,0
SPLR-069,2023-07,93.01,34,35,1
SPLR-070,2023-07,91.78,34,34,0
SPLR-071,2023-07,89.19,34,32,-2
SPLR-072,2023-07,92.1,34,32,-2
SPLR-073,2023-07,93.72,34,32,-2
SPLR-074,2023-07,92.43,34,34,0
SPLR-075,2023-07,93.49,34,37,3
SPLR-076,2023-07,93.39,34,28,-6
SPLR-077,2023-07,94.39,34,38,4
SPLR-078,2023-07,91.04,34,35,1
SPLR-079,2023-07,90.22,34,28,-6
SPLR-080,2023-07,90.52,34,32,-2
SPLR-081,2023-07,91.29,34,31,-3
SPLR-082,2023-07,90.53,34,34,0
SPLR-083,2023-07,90.46,34,35,1
SPLR-084,2023-07,93.36,34,41,7
SPLR-085,2023-07,94.25,34,35,1
SPLR-086,2023-07,90.76,34,35,1
SPLR-087,2023-07,92.65,34,32,-2
SPLR-088,2023-07,93.57,34,30,-4
SPLR-089,2023-07,91.51,34,35,1
SPLR-090,2023-07,91.42,34,33,-1
SPLR-091,2023-07,91.72,34,31,-3
SPLR-092,2023-07,94.35,34,31,-3
SPLR-093,2023-07,92.64,34,35,1
SPLR-094,2023-07,90.1,34,34,0
SPLR-095,2023-07,90.18,34,38,4
SPLR-096,2023-07,89.72,34,32,-2
SPLR-097,2023-07,89.55,34,30,-4
SPLR-098,2023-07,95.18,34,35,1
SPLR-099,2023-07,92.28,34,32,-2
SPLR-100,2023-07,93.82,34,31,-3
SPLR-001,2023-08,95.59,35,32,-3
SPLR-002,2023-08,92.71,35,37,2
SPLR-003,2023-08,95.73,35,36,1
SPLR-004,2023-08,91.9,35,33,-2
SPLR-005,2023-08,94.31,35,32,-3
SPLR-006,2023-08,96.74,35,27,-8
SPLR-007,2023-08,92.44,35,33,-2
SPLR-008,2023-08,88.31,35,30,-5
SPLR-009,2023-08,95.25,35,35,0
SPLR-010,2023-08,97.15,35,39,4
SPLR-011,2023-08,94.87,35,35,0
SPLR-012,2023-08,94.13,35,27,-8
SPLR-013,2023-08,91.21,35,35,0
SPLR-014,2023-08,95.23,35,35,0
SPLR-015,2023-08,92.22,35,37,2
SPLR-016,2023-08,96.96,35,37,2
SPLR-017,2023-08,95.98,35,33,-2
SPLR-018,2023-08,96.15,35,35,0
SPLR-019,2023-08,95.02,35,36,1
SPLR-020,2023-08,93.76,35,32,-3
SPLR-021,2023-08,93.84,35,37,2
SPLR-022,2023-08,93.12,35,37,2
SPLR-023,2023-08,95.47,35,34,-1
SPLR-024,2023-08,96.78,35,33,-2
SPLR-025,2023-08,97.02,35,36,1
SPLR-026,2023-08,93.97,35,32,-3
SPLR-027,2023-08,93.82,35,34,-1
SPLR-028,2023-08,91.48,35,34,-1
SPLR-029,2023-08,92.39,35,36,1
SPLR-030,2023-08,96.61,35,31,-4
SPLR-031,2023-08,97.42,35,34,-1
SPLR-032,2023-08,92.05,35,37,2
SPLR-033,2023-08,93.11,35,34,-1
SPLR-034,2023-08,93.19,35,32,-3
SPLR-035,2023-08,95.45,35,34,-1
SPLR-036,2023-08,91.13,35,36,1
SPLR-037,2023-08,91.59,35,31,-4
SPLR-038,2023-08,96.39,35,31,-4
SPLR-039,2023-08,89.37,35,36,1
SPLR-040,2023-08,93.39,35,34,-1
SPLR-041,2023-08,93.37,35,35,0
SPLR-042,2023-08,92.49,35,39,4
SPLR-043,2023-08,91.05,35,36,1
SPLR-044,2023-08,95.28,35,32,-3
SPLR-045,2023-08,91.95,35,38,3
SPLR-046,2023-08,92.02,35,33,-2
SPLR-047,2023-08,95.77,35,35,0
SPLR-048,2023-08,90.41,35,40,5
SPLR-049,2023-08,92.94,35,33,-2
SPLR-050,2023-08,94.51,35,36,1
SPLR-051,2023-08,97.92,35,30,-5
SPLR-052,2023-08,95.65,35,37,2
SPLR-053,2023-08,93.73,35,37,2
SPLR-054,2023-08,95.87,35,30,-5
SPLR-055,2023-08,97.5,35,30,-5
SPLR-056,2023-08,91.73,35,34,-1
SPLR-057,2023-08,97.85,35,34,-1
SPLR-058,2023-08,93.94,35,39,4
SPLR-059,2023-08,93.4,35,31,-4
SPLR-060,2023-08,93.17,35,39,4
SPLR-061,2023-08,94.14,35,40,5
SPLR-062,2023-08,95.48,35,33,-2
SPLR-063,2023-08,94.1,35,32,-3
SPLR-064,2023-08,92.66,35,48,13
SPLR-065,2023-08,96.04,35,37,2
SPLR-066,2023-08,92.75,35,39,4
SPLR-067,2023-08,96.2,35,40,5
SPLR-068,2023-08,97.67,35,30,-5
SPLR-069,2023-08,91.78,35,31,-4
SPLR-070,2023-08,92.11,35,35,0
SPLR-071,2023-08,92.87,35,41,6
SPLR-072,2023-08,97.81,35,34,-1
SPLR-073,2023-08,97.91,35,39,4
SPLR-074,2023-08,93.1,35,28,-7
SPLR-075,2023-08,93.56,35,33,-2
SPLR-076,2023-08,94.41,35,35,0
SPLR-077,2023-08,94.13,35,36,1
SPLR-078,2023-08,91.57,35,36,1
SPLR-079,2023-08,93.12,35,35,0
SPLR-080,2023-08,95.91,35,31,-4
SPLR-081,2023-08,93.44,35,34,-1
SPLR-082,2023-08,92.97,35,37,2
SPLR-083,2023-08,92.56,35,33,-2
SPLR-084,2023-08,92.58,35,38,3
SPLR-085,2023-08,93.02,35,36,1
SPLR-086,2023-08,97.95,35,34,-1
SPLR-087,2023-08,96.22,35,40,5
SPLR-088,2023-08,96.05,35,34,-1
SPLR-089,2023-08,95.28,35,31,-4
SPLR-090,2023-08,92.44,35,33,-2
SPLR-091,2023-08,98.48,35,32,-3
SPLR-092,2023-08,92.35,35,31,-4
SPLR-093,2023-08,95.12,35,35,0
SPLR-094,2023-08,96.17,35,37,2
SPLR-095,2023-08,91.24,35,32,-3
SPLR-096,2023-08,96.73,35,34,-1
SPLR-097,2023-08,96.38,35,34,-1
SPLR-098,2023-08,92.06,35,34,-1
SPLR-099,2023-08,92.06,35,33,-2
SPLR-100,2023-08,94.4,35,36,1
SPLR-001,2023-09,92.82,34,34,0
SPLR-002,2023-09,94.83,34,32,-2
SPLR-003,2023-09,96.27,34,32,-2
SPLR-004,2023-09,98.76,34,37,3
SPLR-005,2023-09,98.36,34,32,-2
SPLR-006,2023-09,94.08,34,34,0
SPLR-007,2023-09,95.7,34,32,-2
SPLR-008,2023-09,93.65,34,34,0
SPLR-009,2023-09,95.19,34,36,2
SPLR-010,2023-09,97.33,34,37,3
SPLR-011,2023-09,93.48,34,35,1
SPLR-012,2023-09,94.55,34,30,-4
SPLR-013,2023-09,95.14,34,37,3
SPLR-014,2023-09,95.26,34,39,5
SPLR-015,2023-09,97.1,34,33,-1
SPLR-016,2023-09,98.32,34,35,1
SPLR-017,2023-09,94.13,34,39,5
SPLR-018,2023-09,96.52,34,34,0
SPLR-019,2023-09,94.29,34,37,3
SPLR-020,2023-09,97.03,34,36,2
SPLR-021,2023-09,94.98,34,36,2
SPLR-022,2023-09,97.82,34,32,-2
SPLR-023,2023-09,93.17,34,36,2
SPLR-024,2023-09,92.85,34,34,0
SPLR-025,2023-09,95.11,34,37,3
SPLR-026,2023-09,95.21,34,37,3
SPLR-027,2023-09,94.97,34,37,3
SPLR-028,2023-09,100.0,34,31,-3
SPLR-029,2023-09,96.58,34,42,8
SPLR-030,2023-09,96.13,34,34,0
SPLR-031,2023-09,97.58,34,34,0
SPLR-032,2023-09,92.59,34,37,3
SPLR-033,2023-09,91.99,34,33,-1
SPLR-034,2023-09,98.41,34,33,-1
SPLR-035,2023-09,94.61,34,36,2
SPLR-036,2023-09,94.3,34,30,-4
SPLR-037,2023-09,96.55,34,33,-1
SPLR-038,2023-09,93.51,34,36,2
SPLR-039,2023-09,96.93,34,33,-1
SPLR-040,2023-09,95.42,34,35,1
SPLR-041,2023-09,98.38,34,33,-1
SPLR-042,2023-09,97.31,34,36,2
SPLR-043,2023-09,97.76,34,34,0
SPLR-044,2023-09,94.18,34,32,-2
SPLR-045,2023-09,96.69,34,39,5
SPLR-046,2023-09,95.03,34,36,2
SPLR-047,2023-09,95.34,34,34,0
SPLR-048,2023-09,99.03,34,36,2
SPLR-049,2023-09,93.52,34,32,-2
SPLR-050,2023-09,98.51,34,34,0
SPLR-051,2023-09,93.7,34,31,-3
SPLR-052,2023-09,97.41,34,37,3
SPLR-053,2023-09,96.04,34,41,7
SPLR-054,2023-09,97.65,34,33,-1
SPLR-055,2023-09,94.37,34,31,-3
SPLR-056,2023-09,96.67,34,32,-2
SPLR-057,2023-09,99.35,34,38,4
SPLR-058,2023-09,97.27,34,30,-4
SPLR-059,2023-09,94.66,34,38,4
SPLR-060,2023-09,94.87,34,37,3
SPLR-061,2023-09,96.95,34,34,0
SPLR-062,2023-09,94.59,34,34,0
SPLR-063,2023-09,96.38,34,37,3
SPLR-064,2023-09,94.23,34,33,-1
SPLR-065,2023-09,96.09,34,36,2
SPLR-066,2023-09,94.18,34,30,-4
SPLR-067,2023-09,97.35,34,29,-5
SPLR-068,2023-09,98.57,34,33,-1
SPLR-069,2023-09,92.9,34,32,-2
SPLR-070,2023-09,96.76,34,32,-2
SPLR-071,2023-09,96.04,34,36,2
SPLR-072,2023-09,95.6,34,31,-3
SPLR-073,2023-09,95.4,34,38,4
SPLR-074,2023-09,99.37,34,28,-6
SPLR-075,2023-09,98.18,34,35,1
SPLR-076,2023-09,97.85,34,32,-2
SPLR-077,2023-09,92.46,34,36,2
SPLR-078,2023-09,94.12,34,30,-4
SPLR-079,2023-09,93.36,34,36,2
SPLR-080,2023-09,96.28,34,36,2
SPLR-081,2023-09,97.34,34,33,-1
SPLR-082,2023-09,95.86,34,32,-2
SPLR-083,2023-09,95.58,34,31,-3
SPLR-084,2023-09,96.78,34,37,3
SPLR-085,2023-09,94.37,34,38,4
SPLR-086,2023-09,96.23,34,35,1
SPLR-087,2023-09,92.6,34,28,-6
SPLR-088,2023-09,96.29,34,36,2
SPLR-089,2023-09,94.66,34,39,5
SPLR-090,2023-09,97.47,34,31,-3
SPLR-091,2023-09,96.06,34,41,7
SPLR-092,2023-09,93.51,34,35,1
SPLR-093,2023-09,95.35,34,36,2
SPLR-094,2023-09,98.53,34,33,-1
SPLR-095,2023-09,98.24,34,40,6
SPLR-096,2023-09,96.13,34,36,2
SPLR-097,2023-09,94.82,34,34,0
SPLR-098,2023-09,95.65,34,36,2
SPLR-099,2023-09,98.41,34,34,0
SPLR-100,2023-09,99.07,34,38,4
SPLR-001,2023-10,99.16,32,30,-2
SPLR-002,2023-10,96.24,32,30,-2
SPLR-003,2023-10,99.36,32,28,-4
SPLR-004,2023-10,98.82,32,29,-3
SPLR-005,2023-10,99.11,32,32,0
SPLR-006,2023-10,100.0,32,35,3
SPLR-007,2023-10,100.0,32,36,4
SPLR-008,2023-10,97.75,32,29,-3
SPLR-009,2023-10,95.36,32,26,-6
SPLR-010,2023-10,95.3,32,32,0
SPLR-011,2023-10,96.34,32,31,-1
SPLR-012,2023-10,98.45,32,31,-1
SPLR-013,2023-10,95.22,32,32,0
SPLR-014,2023-10,95.67,32,31,-1
SPLR-015,2023-10,100.0,32,31,-1
SPLR-016,2023-10,100.0,32,36,4
SPLR-017,2023-10,96.31,32,29,-3
SPLR-018,2023-10,97.36,32,35,3
SPLR-019,2023-10,96.48,32,35,3
SPLR-020,2023-10,99.88,32,30,-2
SPLR-021,2023-10,96.11,32,34,2
SPLR-022,2023-10,97.77,32,30,-2
SPLR-023,2023-10,96.76,32,32,0
SPLR-024,2023-10,94.33,32,34,2
SPLR-025,2023-10,96.51,32,24,-8
SPLR-026,2023-10,97.42,32,30,-2
SPLR-027,2023-10,100.0,32,30,-2
SPLR-028,2023-10,95.27,32,34,2
SPLR-029,2023-10,96.14,32,30,-2
SPLR-030,2023-10,98.48,32,29,-3
SPLR-031,2023-10,94.55,32,37,5
SPLR-032,2023-10,98.62,32,31,-1
SPLR-033,2023-10,97.46,32,34,2
SPLR-034,2023-10,99.41,32,30,-2
SPLR-035,2023-10,98.2,32,30,-2
SPLR-036,2023-10,97.09,32,32,0
SPLR-037,2023-10,97.45,32,34,2
SPLR-038,2023-10,98.44,32,27,-5
SPLR-039,2023-10,94.75,32,31,-1
SPLR-040,2023-10,100.0,32,29,-3
SPLR-041,2023-10,97.05,32,30,-2
SPLR-042,2023-10,96.36,32,33,1
SPLR-043,2023-10,100.0,32,33,1
SPLR-044,2023-10,95.86,32,40,8
SPLR-045,2023-10,97.62,32,30,-2
SPLR-046,2023-10,100.0,32,31,-1
SPLR-047,2023-10,100.0,32,29,-3
SPLR-048,2023-10,100.0,32,33,1
SPLR-049,2023-10,100.0,32,38,6
SPLR-050,2023-10,95.2,32,36,4
SPLR-051,2023-10,94.65,32,29,-3
SPLR-052,2023-10,95.86,32,34,2
SPLR-053,2023-10,97.53,32,31,-1
SPLR-054,2023-10,97.76,32,34,2
SPLR-055,2023-10,98.8,32,35,3
SPLR-056,2023-10,100.0,32,32,0
SPLR-057,2023-10,96.42,32,34,2
SPLR-058,2023-10,95.18,32,30,-2
SPLR-059,2023-10,99.46,32,32,0
SPLR-060,2023-10,95.05,32,28,-4
SPLR-061,2023-10,97.56,32,35,3
SPLR-062,2023-10,99.72,32,32,0
SPLR-063,2023-10,100.0,32,32,0
SPLR-064,2023-10,97.19,32,24,-8
SPLR-065,2023-10,96.57,32,35,3
SPLR-066,2023-10,100.0,32,30,-2
SPLR-067,2023-10,98.39,32,35,3
SPLR-068,2023-10,97.49,32,25,-7
SPLR-069,2023-10,97.96,32,34,2
SPLR-070,2023-10,95.57,32,31,-1
SPLR-071,2023-10,95.15,32,24,-8
SPLR-072,2023-10,99.52,32,32,0
SPLR-073,2023-10,100.0,32,35,3
SPLR-074,2023-10,96.76,32,32,0
SPLR-075,2023-10,98.6,32,35,3
SPLR-076,2023-10,98.11,32,35,3
SPLR-077,2023-10,96.87,32,29,-3
SPLR-078,2023-10,97.33,32,33,1
SPLR-079,2023-10,95.06,32,28,-4
SPLR-080,2023-10,98.36,32,31,-1
SPLR-081,2023-10,97.13,32,31,-1
SPLR-082,2023-10,100.0,32,36,4
SPLR-083,2023-10,94.99,32,30,-2
SPLR-084,2023-10,99.16,32,34,2
SPLR-085,2023-10,97.38,32,29,-3
SPLR-086,2023-10,96.1,32,30,-2
SPLR-087,2023-10,98.02,32,37,5
SPLR-088,2023-10,96.09,32,29,-3
SPLR-089,2023-10,97.25,32,35,3
SPLR-090,2023-10,94.57,32,36,4
SPLR-091,2023-10,97.12,32,30,-2
SPLR-092,2023-10,94.26,32,34,2
SPLR-093,2023-10,97.12,32,33,1
SPLR-094,2023-10,95.66,32,31,-1
SPLR-095,2023-10,96.49,32,32,0
SPLR-096,2023-10,96.12,32,27,-5
SPLR-097,2023-10,100.0,32,28,-4
SPLR-098,2023-10,97.83,32,27,-5
SPLR-099,2023-10,93.47,32,32,0
SPLR-100,2023-10,97.81,32,36,4
SPLR-001,2023-11,98.8,30,29,-1
SPLR-002,2023-11,96.1,30,34,4
SPLR-003,2023-11,99.86,30,26,-4
SPLR-004,2023-11,98.08,30,30,0
SPLR-005,2023-11,97.31,30,32,2
SPLR-006,2023-11,99.66,30,29,-1
SPLR-007,2023-11,97.44,30,34,4
SPLR-008,2023-11,99.87,30,30,0
SPLR-009,2023-11,94.74,30,31,1
SPLR-010,2023-11,99.4,30,21,-9
SPLR-011,2023-11,98.5,30,28,-2
SPLR-012,2023-11,97.56,30,27,-3
SPLR-013,2023-11,97.7,30,34,4
SPLR-014,2023-11,97.11,30,32,2
SPLR-015,2023-11,96.39,30,32,2
SPLR-016,2023-11,98.0,30,31,1
SPLR-017,2023-11,98.01,30,31,1
SPLR-018,2023-11,92.86,30,25,-5
SPLR-019,2023-11,98.83,30,23,-7
SPLR-020,2023-11,96.94,30,29,-1
SPLR-021,2023-11,96.34,30,27,-3
SPLR-022,2023-11,98.54,30,33,3
SPLR-023,2023-11,96.08,30,28,-2
SPLR-024,2023-11,96.54,30,22,-8
SPLR-025,2023-11,98.28,30,32,2
SPLR-026,2023-11,100.0,30,27,-3
SPLR-027,2023-11,95.5,30,30,0
SPLR-028,2023-11,99.66,30,30,0
SPLR-029,2023-11,98.58,30,33,3
SPLR-030,2023-11,96.52,30,29,-1
SPLR-031,2023-11,100.0,30,29,-1
SPLR-032,2023-11,95.47,30,27,-3
SPLR-033,2023-11,96.12,30,31,1
SPLR-034,2023-11,96.21,30,30,0
SPLR-035,2023-11,96.53,30,23,-7
SPLR-036,2023-11,98.61,30,30,0
SPLR-037,2023-11,99.04,30,27,-3
SPLR-038,2023-11,96.44,30,31,1
SPLR-039,2023-11,100.0,30,30,0
SPLR-040,2023-11,98.85,30,29,-1
SPLR-041,2023-11,94.91,30,32,2
SPLR-042,2023-11,99.82,30,32,2
SPLR-043,2023-11,97.64,30,31,1
SPLR-044,2023-11,99.79,30,34,4
SPLR-045,2023-11,99.98,30,30,0
SPLR-046,2023-11,95.38,30,30,0
SPLR-047,2023-11,98.51,30,32,2
SPLR-048,2023-11,100.0,30,29,-1
SPLR-049,2023-11,100.0,30,24,-6
SPLR-050,2023-11,98.84,30,27,-3
SPLR-051,2023-11,94.19,30,29,-1
SPLR-052,2023-11,95.09,30,29,-1
SPLR-053,2023-11,98.07,30,33,3
SPLR-054,2023-11,94.98,30,32,2
SPLR-055,2023-11,98.2,30,33,3
SPLR-056,2023-11,97.14,30,26,-4
