supplier_id,category,year_month,defect_rate_ppm,rework_percentage,ncr_count
SPLR-074,Tier 3,2023-02,1189.14,24.51,0
SPLR-075,Tier 2,2023-02,849.3,27.53,1
SPLR-076,Tier 2,2023-02,1393.19,27.77,1
SPLR-077,Tier 1,2023-02,972.58,26.17,1
SPLR-078,Tier 3,2023-02,985.88,22.26,0
SPLR-079,Tier 2,2023-02,1057.63,22.2,1
SPLR-080,Tier 2,2023-02,1317.06,23.12,0
SPLR-081,Tier 1,2023-02,949.16,25.05,0
SPLR-082,Tier 3,2023-02,1469.41,34.49,1
SPLR-083,Tier 1,2023-02,1117.02,18.32,1
SPLR-084,Tier 2,2023-02,997.08,23.91,0
SPLR-085,Tier 3,2023-02,805.51,25.6,0
SPLR-086,Tier 3,2023-02,1290.96,14.47,0
SPLR-087,Tier 3,2023-02,885.36,33.85,0
SPLR-088,Tier 2,2023-02,1013.99,24.68,0
SPLR-089,Tier 3,2023-02,1104.02,27.54,1
SPLR-090,Tier 1,2023-02,841.71,22.17,0
SPLR-091,Tier 2,2023-02,1183.57,22.32,2
SPLR-092,Tier 1,2023-02,920.53,18.44,5
SPLR-093,Tier 2,2023-02,821.69,16.49,1
SPLR-094,Tier 2,2023-02,971.72,30.39,1
SPLR-095,Tier 3,2023-02,1343.99,26.41,2
SPLR-096,Tier 1,2023-02,937.61,27.12,2
SPLR-097,Tier 2,2023-02,1113.39,25.03,0
SPLR-098,Tier 2,2023-02,909.28,33.15,0
SPLR-099,Tier 3,2023-02,1385.1,19.16,0
SPLR-100,Tier 3,2023-02,777.8,19.74,0
SPLR-001,Tier 1,2023-03,874.76,26.32,3
SPLR-002,Tier 3,2023-03,1344.88,21.88,0
SPLR-003,Tier 3,2023-03,1268.26,19.61,0
SPLR-004,Tier 3,2023-03,1218.38,29.14,1
SPLR-005,Tier 2,2023-03,1007.27,21.94,1
SPLR-006,Tier 2,2023-03,775.6,25.6,0
SPLR-007,Tier 1,2023-03,776.63,24.84,1
SPLR-008,Tier 1,2023-03,1214.78,25.62,1
SPLR-009,Tier 3,2023-03,1128.66,21.22,0
SPLR-010,Tier 2,2023-03,1201.47,12.45,1
SPLR-011,Tier 3,2023-03,1281.31,25.92,0
SPLR-012,Tier 3,2023-03,1025.73,31.56,2
SPLR-013,Tier 3,2023-03,976.15,21.05,0
SPLR-014,Tier 1,2023-03,934.26,19.67,3
SPLR-015,Tier 3,2023-03,1096.25,18.53,0
SPLR-016,Tier 2,2023-03,950.64,17.18,1
SPLR-017,Tier 1,2023-03,1377.34,30.91,2
SPLR-018,Tier 3,2023-03,1639.66,17.6,1
SPLR-019,Tier 1,2023-03,908.02,30.04,1
SPLR-020,Tier 3,2023-03,1149.89,23.86,0
SPLR-021,Tier 2,2023-03,993.61,23.17,2
SPLR-022,Tier 2,2023-03,1246.2,21.05,1
SPLR-023,Tier 3,2023-03,848.46,22.92,2
SPLR-024,Tier 2,2023-03,1297.16,21.5,3
SPLR-025,Tier 1,2023-03,1159.44,20.89,2
SPLR-026,Tier 3,2023-03,757.52,25.23,0
SPLR-027,Tier 1,2023-03,1365.8,28.82,1
SPLR-028,Tier 3,2023-03,931.25,21.81,2
SPLR-029,Tier 1,2023-03,1167.74,26.33,3
SPLR-030,Tier 1,2023-03,989.49,24.09,1
SPLR-031,Tier 2,2023-03,935.0,19.43,2
SPLR-032,Tier 1,2023-03,977.42,27.12,4
SPLR-033,Tier 3,2023-03,1114.04,36.06,0
SPLR-034,Tier 1,2023-03,1293.77,21.92,1
SPLR-035,Tier 1,2023-03,1057.39,26.7,4
SPLR-036,Tier 3,2023-03,1303.04,29.36,1
SPLR-037,Tier 2,2023-03,1069.7,25.36,0
SPLR-038,Tier 2,2023-03,1043.22,34.03,1
SPLR-039,Tier 1,2023-03,1150.46,23.33,1
SPLR-040,Tier 1,2023-03,1100.18,34.03,5
SPLR-041,Tier 3,2023-03,1178.64,29.69,1
SPLR-042,Tier 3,2023-03,1155.15,28.04,0
SPLR-043,Tier 3,2023-03,1280.6,23.89,0
SPLR-044,Tier 2,2023-03,1096.54,25.94,1
SPLR-045,Tier 3,2023-03,1295.33,21.35,0
SPLR-046,Tier 3,2023-03,1168.27,25.2,0
SPLR-047,Tier 1,2023-03,845.6,18.73,3
SPLR-048,Tier 3,2023-03,881.5,25.12,1
SPLR-049,Tier 3,2023-03,1125.01,22.19,0
SPLR-050,Tier 1,2023-03,805.45,16.07,2
SPLR-051,Tier 3,2023-03,904.42,34.14,0
SPLR-052,Tier 3,2023-03,1263.37,20.86,0
SPLR-053,Tier 3,2023-03,1272.19,16.64,1
SPLR-054,Tier 2,2023-03,1038.6,28.1,0
SPLR-055,Tier 3,2023-03,1012.29,18.26,0
SPLR-056,Tier 1,2023-03,1179.86,28.4,1
SPLR-057,Tier 2,2023-03,1111.82,23.56,2
SPLR-058,Tier 2,2023-03,730.84,25.89,1
SPLR-059,Tier 3,2023-03,973.73,26.65,0
SPLR-060,Tier 2,2023-03,1061.67,22.73,1
SPLR-061,Tier 3,2023-03,1525.77,21.97,0
SPLR-062,Tier 1,2023-03,1137.77,24.89,3
SPLR-063,Tier 1,2023-03,1127.23,25.09,1
SPLR-064,Tier 3,2023-03,907.69,31.52,0
SPLR-065,Tier 1,2023-03,837.57,22.41,3
SPLR-066,Tier 2,2023-03,893.33,21.05,0
SPLR-067,Tier 3,2023-03,786.35,27.36,0
SPLR-068,Tier 3,2023-03,1277.58,23.49,1
SPLR-069,Tier 2,2023-03,950.08,23.44,1
SPLR-070,Tier 3,2023-03,894.53,19.71,0
SPLR-071,Tier 3,2023-03,1176.79,22.25,0
SPLR-072,Tier 2,2023-03,921.57,26.6,0
SPLR-073,Tier 3,2023-03,1118.18,31.52,0
SPLR-074,Tier 1,2023-03,1043.37,26.1,1
SPLR-075,Tier 3,2023-03,1436.43,25.34,4
SPLR-076,Tier 3,2023-03,904.75,19.92,0
SPLR-077,Tier 3,2023-03,1280.51,13.83,0
SPLR-078,Tier 3,2023-03,921.31,27.57,0
SPLR-079,Tier 3,2023-03,1404.66,25.08,1
SPLR-080,Tier 2,2023-03,1114.62,19.02,0
SPLR-081,Tier 2,2023-03,861.57,16.03,0
SPLR-082,Tier 2,2023-03,1056.39,27.06,0
SPLR-083,Tier 2,2023-03,1007.36,19.08,1
SPLR-084,Tier 2,2023-03,1006.95,26.35,2
SPLR-085,Tier 2,2023-03,1343.06,17.62,0
SPLR-086,Tier 1,2023-03,1339.36,27.4,0
SPLR-087,Tier 2,2023-03,863.92,19.46,1
SPLR-088,Tier 3,2023-03,1141.93,19.58,1
SPLR-089,Tier 2,2023-03,1029.31,23.31,0
SPLR-090,Tier 1,2023-03,1291.21,18.14,3
SPLR-091,Tier 3,2023-03,1053.38,17.83,1
SPLR-092,Tier 1,2023-03,1367.22,19.46,0
SPLR-093,Tier 3,2023-03,885.93,30.74,0
SPLR-094,Tier 1,2023-03,841.41,27.96,1
SPLR-095,Tier 1,2023-03,997.55,21.05,0
SPLR-096,Tier 3,2023-03,893.73,24.77,0
SPLR-097,Tier 3,2023-03,1146.45,33.27,1
SPLR-098,Tier 3,2023-03,842.26,25.79,0
SPLR-099,Tier 3,2023-03,1035.25,27.98,0
SPLR-100,Tier 3,2023-03,947.16,30.96,2
SPLR-001,Tier 2,2023-04,1036.35,16.65,0
SPLR-002,Tier 1,2023-04,1142.77,25.88,3
SPLR-003,Tier 2,2023-04,728.33,24.19,3
SPLR-004,Tier 3,2023-04,936.87,15.46,1
SPLR-005,Tier 3,2023-04,1391.45,28.55,2
SPLR-006,Tier 3,2023-04,1058.24,22.15,1
SPLR-007,Tier 3,2023-04,946.71,31.46,1
SPLR-008,Tier 3,2023-04,1141.82,33.11,0
SPLR-009,Tier 3,2023-04,1298.36,20.78,0
SPLR-010,Tier 2,2023-04,922.75,12.06,2
SPLR-011,Tier 3,2023-04,1016.71,16.94,0
SPLR-012,Tier 2,2023-04,1239.6,19.06,2
SPLR-013,Tier 3,2023-04,1221.59,32.64,1
SPLR-014,Tier 2,2023-04,1094.05,26.94,0
SPLR-015,Tier 1,2023-04,976.29,25.98,1
SPLR-016,Tier 3,2023-04,1298.01,22.25,0
SPLR-017,Tier 2,2023-04,971.79,13.05,1
SPLR-018,Tier 3,2023-04,1192.44,27.14,0
SPLR-019,Tier 3,2023-04,870.37,23.74,1
SPLR-020,Tier 3,2023-04,876.77,27.6,0
SPLR-021,Tier 3,2023-04,1064.27,23.8,0
SPLR-022,Tier 3,2023-04,1165.42,29.4,0
SPLR-023,Tier 3,2023-04,1091.92,28.84,0
SPLR-024,Tier 3,2023-04,1012.93,21.48,0
SPLR-025,Tier 3,2023-04,1556.57,31.45,0
SPLR-026,Tier 1,2023-04,1407.75,17.52,5
SPLR-027,Tier 3,2023-04,1323.6,32.54,0
SPLR-028,Tier 3,2023-04,1910.75,19.38,0
SPLR-029,Tier 2,2023-04,838.91,25.45,1
SPLR-030,Tier 1,2023-04,1057.77,20.87,2
SPLR-031,Tier 3,2023-04,757.89,28.76,2
SPLR-032,Tier 2,2023-04,1339.68,20.71,0
SPLR-033,Tier 2,2023-04,744.03,23.4,1
SPLR-034,Tier 1,2023-04,1455.6,26.8,1
SPLR-035,Tier 3,2023-04,1085.78,27.36,1
SPLR-036,Tier 3,2023-04,664.54,21.85,0
SPLR-037,Tier 2,2023-04,951.32,21.95,2
SPLR-038,Tier 1,2023-04,906.12,25.99,0
SPLR-039,Tier 3,2023-04,1338.31,23.94,0
SPLR-040,Tier 1,2023-04,985.79,24.56,3
SPLR-041,Tier 3,2023-04,957.59,23.41,0
SPLR-042,Tier 2,2023-04,1125.53,23.37,4
SPLR-043,Tier 2,2023-04,1264.33,17.92,1
SPLR-044,Tier 2,2023-04,935.27,29.78,0
SPLR-045,Tier 2,2023-04,1266.93,24.85,1
SPLR-046,Tier 3,2023-04,941.87,18.85,1
SPLR-047,Tier 3,2023-04,913.42,25.17,0
SPLR-048,Tier 3,2023-04,1062.08,26.97,0
SPLR-049,Tier 1,2023-04,1129.17,22.3,2
SPLR-050,Tier 1,2023-04,1408.81,27.24,4
SPLR-051,Tier 1,2023-04,1007.64,21.16,3
SPLR-052,Tier 3,2023-04,917.75,22.12,1
SPLR-053,Tier 3,2023-04,1197.94,18.38,0
SPLR-054,Tier 2,2023-04,1013.66,14.96,0
SPLR-055,Tier 3,2023-04,1027.1,23.19,1
SPLR-056,Tier 2,2023-04,1013.55,25.25,0
SPLR-057,Tier 2,2023-04,1370.95,23.88,1
SPLR-058,Tier 2,2023-04,1263.73,25.4,1
SPLR-059,Tier 3,2023-04,887.74,32.1,1
SPLR-060,Tier 1,2023-04,1352.19,19.84,3
SPLR-061,Tier 2,2023-04,1056.77,25.36,1
SPLR-062,Tier 2,2023-04,1380.86,29.43,2
SPLR-063,Tier 3,2023-04,1309.03,24.07,0
SPLR-064,Tier 2,2023-04,1330.73,21.11,1
SPLR-065,Tier 3,2023-04,1452.0,23.14,0
SPLR-066,Tier 1,2023-04,1054.28,23.4,1
SPLR-067,Tier 2,2023-04,878.24,16.59,0
SPLR-068,Tier 3,2023-04,1286.31,26.04,0
SPLR-069,Tier 1,2023-04,1466.4,30.0,2
SPLR-070,Tier 2,2023-04,1035.84,25.01,2
SPLR-071,Tier 2,2023-04,1112.74,24.79,1
SPLR-072,Tier 1,2023-04,1133.44,27.42,4
SPLR-073,Tier 2,2023-04,1160.78,24.53,1
SPLR-074,Tier 2,2023-04,1070.53,30.64,0
SPLR-075,Tier 1,2023-04,727.99,31.6,3
SPLR-076,Tier 3,2023-04,773.57,25.56,0
SPLR-077,Tier 1,2023-04,1001.0,28.97,1
SPLR-078,Tier 2,2023-04,1292.96,21.44,1
SPLR-079,Tier 3,2023-04,991.77,20.17,1
SPLR-080,Tier 3,2023-04,1080.45,26.53,0
SPLR-081,Tier 3,2023-04,1063.13,29.88,2
SPLR-082,Tier 3,2023-04,1137.97,22.45,0
SPLR-083,Tier 1,2023-04,1063.33,19.46,2
SPLR-084,Tier 3,2023-04,1162.33,26.32,0
SPLR-085,Tier 1,2023-04,795.33,38.19,3
SPLR-086,Tier 1,2023-04,1222.84,25.91,3
SPLR-087,Tier 3,2023-04,804.17,28.02,0
SPLR-088,Tier 3,2023-04,1104.05,21.87,0
SPLR-089,Tier 3,2023-04,1042.93,19.13,0
SPLR-090,Tier 3,2023-04,927.3,19.37,0
SPLR-091,Tier 3,2023-04,1051.53,27.15,0
SPLR-092,Tier 2,2023-04,1091.17,27.79,0
SPLR-093,Tier 1,2023-04,1018.03,16.79,4
SPLR-094,Tier 1,2023-04,703.05,29.22,3
SPLR-095,Tier 2,2023-04,844.82,27.6,2
SPLR-096,Tier 3,2023-04,1364.9,21.95,0
SPLR-097,Tier 3,2023-04,816.42,19.1,0
SPLR-098,Tier 3,2023-04,1065.83,32.55,1
SPLR-099,Tier 3,2023-04,1313.38,22.27,0
SPLR-100,Tier 1,2023-04,1087.19,17.28,1
SPLR-001,Tier 3,2023-05,1114.8,35.98,0
SPLR-002,Tier 2,2023-05,1096.38,27.36,1
SPLR-003,Tier 3,2023-05,1309.54,25.99,0
SPLR-004,Tier 3,2023-05,930.78,32.12,0
SPLR-005,Tier 2,2023-05,719.82,20.49,1
SPLR-006,Tier 2,2023-05,945.28,18.77,3
SPLR-007,Tier 2,2023-05,1538.59,26.36,0
SPLR-008,Tier 2,2023-05,1056.77,22.38,0
SPLR-009,Tier 1,2023-05,1063.46,15.03,1
SPLR-010,Tier 3,2023-05,852.85,14.38,0
SPLR-011,Tier 1,2023-05,1333.94,29.87,1
SPLR-012,Tier 3,2023-05,996.52,25.93,0
SPLR-013,Tier 3,2023-05,932.76,28.42,1
SPLR-014,Tier 2,2023-05,1055.46,31.03,0
SPLR-015,Tier 3,2023-05,1345.35,17.36,0
SPLR-016,Tier 3,2023-05,1010.17,21.6,0
SPLR-017,Tier 3,2023-05,1002.66,18.17,1
SPLR-018,Tier 2,2023-05,854.94,17.01,3
SPLR-019,Tier 1,2023-05,1044.5,22.68,1
SPLR-020,Tier 1,2023-05,1183.25,26.92,3
SPLR-021,Tier 3,2023-05,1112.83,23.32,0
SPLR-022,Tier 3,2023-05,793.46,20.42,1
SPLR-023,Tier 3,2023-05,1281.51,22.05,0
SPLR-024,Tier 1,2023-05,1470.39,22.99,3
SPLR-025,Tier 3,2023-05,1240.06,26.0,0
SPLR-026,Tier 2,2023-05,1167.86,32.78,0
SPLR-027,Tier 3,2023-05,745.97,23.41,0
SPLR-028,Tier 3,2023-05,1115.99,29.78,1
SPLR-029,Tier 2,2023-05,759.2,24.59,0
SPLR-030,Tier 3,2023-05,749.64,25.24,0
SPLR-031,Tier 3,2023-05,887.57,24.46,2
SPLR-032,Tier 3,2023-05,1127.49,23.38,2
SPLR-033,Tier 3,2023-05,1304.38,27.23,0
SPLR-034,Tier 3,2023-05,971.86,35.49,0
SPLR-035,Tier 3,2023-05,1101.29,23.38,0
SPLR-036,Tier 1,2023-05,790.45,22.27,1
SPLR-037,Tier 1,2023-05,1294.84,28.23,1
SPLR-038,Tier 2,2023-05,705.63,35.21,0
SPLR-039,Tier 2,2023-05,1270.4,26.81,2
SPLR-040,Tier 2,2023-05,969.96,22.98,0
SPLR-041,Tier 1,2023-05,1200.7,24.25,3
SPLR-042,Tier 3,2023-05,919.66,29.73,1
SPLR-043,Tier 2,2023-05,1146.73,24.18,0
SPLR-044,Tier 2,2023-05,1314.99,29.71,3
SPLR-045,Tier 1,2023-05,1181.67,30.36,1
SPLR-046,Tier 3,2023-05,1058.1,29.23,0
SPLR-047,Tier 1,2023-05,1315.38,22.72,2
SPLR-048,Tier 3,2023-05,894.19,12.51,1
SPLR-049,Tier 3,2023-05,1134.63,15.25,0
SPLR-050,Tier 3,2023-05,1069.04,26.15,0
SPLR-051,Tier 3,2023-05,1385.5,19.57,1
SPLR-052,Tier 2,2023-05,920.01,19.34,0
SPLR-053,Tier 3,2023-05,1021.2,25.54,0
SPLR-054,Tier 3,2023-05,784.92,13.85,0
SPLR-055,Tier 3,2023-05,1295.15,27.65,0
SPLR-056,Tier 2,2023-05,1337.32,23.64,1
SPLR-057,Tier 3,2023-05,847.33,26.12,0
SPLR-058,Tier 3,2023-05,1041.57,30.89,0
SPLR-059,Tier 2,2023-05,923.73,25.5,2
SPLR-060,Tier 2,2023-05,990.41,22.57,0
SPLR-061,Tier 1,2023-05,1331.6,26.48,0
SPLR-062,Tier 1,2023-05,1101.1,22.03,2
SPLR-063,Tier 1,2023-05,818.11,28.31,0
SPLR-064,Tier 3,2023-05,1238.35,31.99,0
SPLR-065,Tier 2,2023-05,1259.98,30.81,0
SPLR-066,Tier 3,2023-05,925.23,23.29,0
SPLR-067,Tier 3,2023-05,1261.57,27.09,1
SPLR-068,Tier 1,2023-05,1147.21,31.42,4
SPLR-069,Tier 2,2023-05,1214.16,27.25,0
SPLR-070,Tier 2,2023-05,841.61,30.27,1
SPLR-071,Tier 2,2023-05,872.52,26.43,1
SPLR-072,Tier 3,2023-05,1075.66,17.03,1
SPLR-073,Tier 1,2023-05,1167.56,22.11,2
SPLR-074,Tier 2,2023-05,865.93,28.38,0
SPLR-075,Tier 2,2023-05,1263.07,33.39,1
SPLR-076,Tier 2,2023-05,731.81,19.03,1
SPLR-077,Tier 2,2023-05,910.41,18.24,1
SPLR-078,Tier 3,2023-05,1041.27,26.9,1
SPLR-079,Tier 3,2023-05,1225.77,26.33,0
SPLR-080,Tier 3,2023-05,1072.7,27.45,2
SPLR-081,Tier 1,2023-05,973.17,20.32,0
SPLR-082,Tier 1,2023-05,1382.73,23.23,1
SPLR-083,Tier 3,2023-05,880.57,27.71,0
SPLR-084,Tier 2,2023-05,991.13,30.37,1
SPLR-085,Tier 3,2023-05,1338.94,30.72,1
SPLR-086,Tier 3,2023-05,1071.94,22.25,1
SPLR-087,Tier 3,2023-05,1184.56,20.61,3
SPLR-088,Tier 3,2023-05,1237.32,21.81,0
SPLR-089,Tier 2,2023-05,1107.35,25.43,1
SPLR-090,Tier 3,2023-05,793.29,15.33,0
SPLR-091,Tier 1,2023-05,1156.98,27.92,1
SPLR-092,Tier 2,2023-05,1165.43,23.84,2
SPLR-093,Tier 3,2023-05,1405.68,17.87,0
SPLR-094,Tier 3,2023-05,982.25,28.28,1
SPLR-095,Tier 2,2023-05,920.72,26.1,0
SPLR-096,Tier 3,2023-05,1035.61,27.17,2
SPLR-097,Tier 3,2023-05,1262.11,18.85,2
SPLR-098,Tier 2,2023-05,1007.94,26.6,2
SPLR-099,Tier 2,2023-05,971.89,23.5,0
SPLR-100,Tier 3,2023-05,998.11,30.83,0
SPLR-001,Tier 3,2023-06,875.28,34.1,0
SPLR-002,Tier 3,2023-06,1018.13,24.14,0
SPLR-003,Tier 3,2023-06,1123.92,20.08,1
SPLR-004,Tier 3,2023-06,1046.13,30.97,1
SPLR-005,Tier 3,2023-06,996.16,19.6,1
SPLR-006,Tier 3,2023-06,1194.2,14.14,1
SPLR-007,Tier 3,2023-06,1029.42,31.46,1
SPLR-008,Tier 2,2023-06,1040.92,29.69,2
SPLR-009,Tier 2,2023-06,948.2,21.65,1
SPLR-010,Tier 2,2023-06,863.29,25.11,3
SPLR-011,Tier 1,2023-06,977.65,27.08,0
SPLR-012,Tier 2,2023-06,1093.22,23.45,1
SPLR-013,Tier 3,2023-06,1079.02,24.47,1
SPLR-014,Tier 2,2023-06,922.22,28.86,2
SPLR-015,Tier 2,2023-06,1214.64,18.42,1
SPLR-016,Tier 1,2023-06,1205.96,23.02,3
SPLR-017,Tier 1,2023-06,831.02,31.57,3
SPLR-018,Tier 3,2023-06,1483.48,23.05,0
SPLR-019,Tier 1,2023-06,841.88,24.83,1
SPLR-020,Tier 3,2023-06,1034.8,28.13,1
SPLR-021,Tier 3,2023-06,1228.64,35.77,0
SPLR-022,Tier 3,2023-06,936.92,23.76,1
SPLR-023,Tier 1,2023-06,955.39,28.44,1
SPLR-024,Tier 2,2023-06,1121.53,27.0,1
SPLR-025,Tier 3,2023-06,866.19,29.79,0
SPLR-026,Tier 1,2023-06,1180.17,19.72,3
SPLR-027,Tier 2,2023-06,1264.15,26.26,0
SPLR-028,Tier 1,2023-06,875.74,21.06,4
SPLR-029,Tier 3,2023-06,937.51,20.25,0
SPLR-030,Tier 3,2023-06,860.5,18.76,0
SPLR-031,Tier 3,2023-06,1284.81,27.63,0
SPLR-032,Tier 1,2023-06,1170.26,22.46,1
SPLR-033,Tier 2,2023-06,826.34,29.8,1
SPLR-034,Tier 2,2023-06,1007.22,31.22,2
SPLR-035,Tier 3,2023-06,1285.73,24.81,1
SPLR-036,Tier 2,2023-06,969.8,27.96,2
SPLR-037,Tier 2,2023-06,1107.21,19.11,2
SPLR-038,Tier 2,2023-06,1232.94,25.56,2
SPLR-039,Tier 3,2023-06,750.07,35.56,0
SPLR-040,Tier 2,2023-06,1124.15,22.56,2
SPLR-041,Tier 3,2023-06,1164.62,20.19,0
SPLR-042,Tier 2,2023-06,1140.56,29.79,0
SPLR-043,Tier 3,2023-06,1086.58,27.78,0
SPLR-044,Tier 2,2023-06,846.1,28.51,3
SPLR-045,Tier 3,2023-06,1445.39,23.57,0
SPLR-046,Tier 2,2023-06,1551.98,35.14,0
SPLR-047,Tier 3,2023-06,1320.66,23.72,1
SPLR-048,Tier 3,2023-06,1037.18,22.97,1
SPLR-049,Tier 2,2023-06,982.76,26.47,1
SPLR-050,Tier 2,2023-06,959.87,28.61,1
SPLR-051,Tier 2,2023-06,1221.68,26.92,0
SPLR-052,Tier 3,2023-06,1134.45,30.12,0
SPLR-053,Tier 3,2023-06,874.32,23.74,1
SPLR-054,Tier 3,2023-06,1085.22,20.13,2
SPLR-055,Tier 3,2023-06,1092.13,28.18,0
SPLR-056,Tier 1,2023-06,1077.54,31.01,4
SPLR-057,Tier 2,2023-06,1062.66,14.54,1
SPLR-058,Tier 3,2023-06,1069.28,32.27,0
SPLR-059,Tier 3,2023-06,1031.64,23.0,1
SPLR-060,Tier 3,2023-06,1053.35,18.68,0
SPLR-061,Tier 1,2023-06,1072.18,24.32,2
SPLR-062,Tier 3,2023-06,1185.88,24.71,0
SPLR-063,Tier 3,2023-06,926.69,20.95,0
SPLR-064,Tier 2,2023-06,947.21,28.26,1
SPLR-065,Tier 3,2023-06,1399.97,22.9,0
SPLR-066,Tier 2,2023-06,842.46,26.5,1
SPLR-067,Tier 3,2023-06,1015.12,27.07,1
SPLR-068,Tier 1,2023-06,913.55,30.79,1
SPLR-069,Tier 2,2023-06,1076.65,18.36,0
SPLR-070,Tier 3,2023-06,1070.1,26.21,1
SPLR-071,Tier 2,2023-06,1278.38,19.75,2
SPLR-072,Tier 2,2023-06,1010.87,25.73,0
SPLR-073,Tier 2,2023-06,1203.29,28.1,1
SPLR-074,Tier 1,2023-06,994.57,21.21,3
SPLR-075,Tier 1,2023-06,1224.69,24.29,3
SPLR-076,Tier 3,2023-06,977.97,27.4,0
SPLR-077,Tier 2,2023-06,1649.86,23.82,2
SPLR-078,Tier 3,2023-06,1266.28,29.74,0
SPLR-079,Tier 2,2023-06,1029.7,26.34,0
SPLR-080,Tier 1,2023-06,956.14,18.25,1
SPLR-081,Tier 3,2023-06,1120.17,24.82,0
SPLR-082,Tier 3,2023-06,982.85,25.75,1
SPLR-083,Tier 3,2023-06,1727.91,30.69,0
SPLR-084,Tier 3,2023-06,969.86,19.93,0
SPLR-085,Tier 1,2023-06,1022.45,23.81,1
SPLR-086,Tier 2,2023-06,1202.49,28.07,0
SPLR-087,Tier 3,2023-06,1294.69,31.87,2
SPLR-088,Tier 3,2023-06,994.86,21.87,1
SPLR-089,Tier 1,2023-06,1122.21,22.89,3
SPLR-090,Tier 3,2023-06,901.55,16.56,0
SPLR-091,Tier 2,2023-06,893.26,24.95,1
SPLR-092,Tier 1,2023-06,1221.45,28.02,1
SPLR-093,Tier 1,2023-06,899.21,23.13,2
SPLR-094,Tier 2,2023-06,934.84,23.63,1
SPLR-095,Tier 3,2023-06,1376.13,15.69,1
SPLR-096,Tier 3,2023-06,1003.04,19.34,1
SPLR-097,Tier 3,2023-06,1270.8,26.83,2
SPLR-098,Tier 3,2023-06,1460.95,26.53,1
SPLR-099,Tier 1,2023-06,1173.2,22.49,1
SPLR-100,Tier 2,2023-06,857.53,24.28,0
SPLR-001,Tier 2,2023-07,1072.34,23.77,1
SPLR-002,Tier 1,2023-07,1289.04,27.36,1
SPLR-003,Tier 2,2023-07,1046.96,25.94,4
SPLR-004,Tier 3,2023-07,1292.1,18.0,0
SPLR-005,Tier 2,2023-07,1610.91,31.0,1
SPLR-006,Tier 1,2023-07,1301.71,22.98,2
SPLR-007,Tier 3,2023-07,1247.95,29.85,0
SPLR-008,Tier 3,2023-07,1309.95,25.99,0
SPLR-009,Tier 1,2023-07,1072.25,27.52,1
SPLR-010,Tier 3,2023-07,1058.45,26.55,2
SPLR-011,Tier 2,2023-07,1126.44,22.94,0
SPLR-012,Tier 1,2023-07,1026.29,32.26,3
SPLR-013,Tier 2,2023-07,829.92,18.13,2
SPLR-014,Tier 3,2023-07,1564.38,26.45,0
SPLR-015,Tier 2,2023-07,1139.7,24.26,2
SPLR-016,Tier 2,2023-07,1098.8,23.32,1
SPLR-017,Tier 3,2023-07,959.3,23.88,0
SPLR-018,Tier 1,2023-07,1060.08,27.83,1
SPLR-019,Tier 3,2023-07,1230.41,40.56,0
SPLR-020,Tier 1,2023-07,952.72,27.61,1
SPLR-021,Tier 3,2023-07,906.75,20.85,1
SPLR-022,Tier 3,2023-07,1023.16,31.14,0
SPLR-023,Tier 3,2023-07,1443.82,28.67,0
SPLR-024,Tier 3,2023-07,979.1,25.11,0
SPLR-025,Tier 2,2023-07,740.43,35.21,2
SPLR-026,Tier 2,2023-07,811.87,23.95,1
SPLR-027,Tier 3,2023-07,778.58,30.24,0
SPLR-028,Tier 3,2023-07,1365.26,25.07,1
SPLR-029,Tier 2,2023-07,1234.76,27.69,3
SPLR-030,Tier 1,2023-07,1604.98,21.57,2
SPLR-031,Tier 3,2023-07,929.79,25.66,0
SPLR-032,Tier 2,2023-07,1256.57,30.36,1
SPLR-033,Tier 3,2023-07,744.48,24.89,0
SPLR-034,Tier 3,2023-07,1169.35,29.16,1
SPLR-035,Tier 3,2023-07,1020.51,28.7,0
SPLR-036,Tier 3,2023-07,1229.95,25.1,0
SPLR-037,Tier 2,2023-07,1282.19,23.05,1
SPLR-038,Tier 1,2023-07,767.99,18.75,5
SPLR-039,Tier 3,2023-07,1000.2,16.87,0
SPLR-040,Tier 3,2023-07,1208.01,17.22,2
SPLR-041,Tier 1,2023-07,1429.67,25.43,2
SPLR-042,Tier 3,2023-07,1098.87,19.65,0
SPLR-043,Tier 2,2023-07,1099.26,22.88,2
SPLR-044,Tier 3,2023-07,1098.88,21.43,2
SPLR-045,Tier 3,2023-07,1211.81,23.61,0
SPLR-046,Tier 3,2023-07,842.0,33.52,0
SPLR-047,Tier 1,2023-07,859.74,20.85,4
SPLR-048,Tier 3,2023-07,942.47,25.34,2
SPLR-049,Tier 2,2023-07,1180.82,30.31,3
SPLR-050,Tier 2,2023-07,1097.08,19.88,0
SPLR-051,Tier 1,2023-07,992.4,37.7,1
SPLR-052,Tier 1,2023-07,1074.5,17.98,3
SPLR-053,Tier 1,2023-07,813.57,29.08,1
SPLR-054,Tier 3,2023-07,1033.13,24.65,0
SPLR-055,Tier 3,2023-07,962.49,28.05,0
SPLR-056,Tier 3,2023-07,1030.13,24.93,0
SPLR-057,Tier 3,2023-07,1203.43,28.33,2
SPLR-058,Tier 2,2023-07,1161.67,27.27,1
SPLR-059,Tier 3,2023-07,1180.01,28.64,1
SPLR-060,Tier 1,2023-07,955.22,21.7,2
